repo,sha,path,contract,netParams,legacyNetParams,controls,fileLicense,sha256,url,verification
"lapidot/ergogenFootprintCollection","c2ba34bdb510effebaea448ed5e387543b1796dd","chocmini.js","params/body","[""from"",""to""]","[]","{""side"":""'F'"",""reverse"":""false""}","null","27d719c15676694d365bf83e0dbf6222831c75bc255718a1c943b6d72ac6f0bd","https://github.com/lapidot/ergogenFootprintCollection/blob/c2ba34bdb510effebaea448ed5e387543b1796dd/chocmini.js","source inventory only; not runtime-qualified"
"lapidot/ergogenFootprintCollection","c2ba34bdb510effebaea448ed5e387543b1796dd","cirque.js","params/body","[]","[]","{}","null","102632034e8459082c9d50e49db67165dad9b829d1f8471b3a7ff0df3ef79791","https://github.com/lapidot/ergogenFootprintCollection/blob/c2ba34bdb510effebaea448ed5e387543b1796dd/cirque.js","source inventory only; not runtime-qualified"
"lapidot/ergogenFootprintCollection","c2ba34bdb510effebaea448ed5e387543b1796dd","diode.js","params/body","[""from"",""to""]","[]","{}","null","ab412e94f3dc11af21d5856aed4fb66b2b685059e3f5338d699e2227314ce880","https://github.com/lapidot/ergogenFootprintCollection/blob/c2ba34bdb510effebaea448ed5e387543b1796dd/diode.js","source inventory only; not runtime-qualified"
"lapidot/ergogenFootprintCollection","c2ba34bdb510effebaea448ed5e387543b1796dd","elite.js","params/body","[""GND"",""VCC"",""ST"",""D3"",""D1"",""D2"",""D0"",""D4"",""C6"",""D7"",""E6"",""B4"",""B5"",""B7"",""D5"",""C7"",""F1"",""F0"",""B6"",""B2"",""B3"",""B1"",""F7"",""F6"",""F5"",""F4"",""B0""]","[]","{}","null","682db25ea49ce3be53c4df64e013bd558a7871f27b769b6bb48c04fed313d7fe","https://github.com/lapidot/ergogenFootprintCollection/blob/c2ba34bdb510effebaea448ed5e387543b1796dd/elite.js","source inventory only; not runtime-qualified"
"lapidot/ergogenFootprintCollection","c2ba34bdb510effebaea448ed5e387543b1796dd","helios.js","params/body","[""IO10"",""TX"",""RX"",""GND"",""IO2"",""IO3"",""IO4"",""IO5"",""IO6"",""IO7"",""IO8"",""IO9"",""IO12"",""IO13"",""IO14"",""IO15"",""IO16"",""IO21"",""IO23"",""IO20"",""IO22"",""A0"",""A1"",""A2"",""A3"",""VCC"",""RAW"",""RST"",""IO11"",""RGB"",""Dminus"",""Dplus""]","[]","{}","null","7d3897f15c188b654a92176372208fc3ed83a646e5e80b62438d163d1124285c","https://github.com/lapidot/ergogenFootprintCollection/blob/c2ba34bdb510effebaea448ed5e387543b1796dd/helios.js","source inventory only; not runtime-qualified"
"lapidot/ergogenFootprintCollection","c2ba34bdb510effebaea448ed5e387543b1796dd","jstph.js","params/body","[""pos"",""neg""]","[]","{""side"":""'F'""}","null","08c58456ac8a3c1c4b8fdfdfd71b5c1fffb3582d3d77cbb01e8bd220683f8ddf","https://github.com/lapidot/ergogenFootprintCollection/blob/c2ba34bdb510effebaea448ed5e387543b1796dd/jstph.js","source inventory only; not runtime-qualified"
"lapidot/ergogenFootprintCollection","c2ba34bdb510effebaea448ed5e387543b1796dd","jumper.js","params/body","[""from"",""to""]","[]","{""side"":""'F'""}","null","a519bef51c19a501d030b6ebcf555ec239bd66cb338e13fe0298124d9c5db894","https://github.com/lapidot/ergogenFootprintCollection/blob/c2ba34bdb510effebaea448ed5e387543b1796dd/jumper.js","source inventory only; not runtime-qualified"
"lapidot/ergogenFootprintCollection","c2ba34bdb510effebaea448ed5e387543b1796dd","mounthole.js","legacy nets+params","[]","[""net""]","{}","null","34cb9dfd126d5bddfb2551b08418c685f2329f9090777230822abed6a848dfb5","https://github.com/lapidot/ergogenFootprintCollection/blob/c2ba34bdb510effebaea448ed5e387543b1796dd/mounthole.js","source inventory only; not runtime-qualified"
"lapidot/ergogenFootprintCollection","c2ba34bdb510effebaea448ed5e387543b1796dd","mountinghole ORIGINAL.js","legacy nets+params","[]","[""net""]","{}","null","1178bf49ec3e1575568bbfb94bd6c21f6d771098480a0e86a41385090a38ad7e","https://github.com/lapidot/ergogenFootprintCollection/blob/c2ba34bdb510effebaea448ed5e387543b1796dd/mountinghole%20ORIGINAL.js","source inventory only; not runtime-qualified"
"lapidot/ergogenFootprintCollection","c2ba34bdb510effebaea448ed5e387543b1796dd","mountinghole.js","legacy nets+params","[]","[""net""]","{}","null","1178bf49ec3e1575568bbfb94bd6c21f6d771098480a0e86a41385090a38ad7e","https://github.com/lapidot/ergogenFootprintCollection/blob/c2ba34bdb510effebaea448ed5e387543b1796dd/mountinghole.js","source inventory only; not runtime-qualified"
"lapidot/ergogenFootprintCollection","c2ba34bdb510effebaea448ed5e387543b1796dd","mx.js","params/body","[""from"",""to""]","[]","{""hotswap"":""false"",""reverse"":""false""}","null","1692bdf70514286302eb4444d61361c54b3c52f352d3c3405c91089f8e1f906e","https://github.com/lapidot/ergogenFootprintCollection/blob/c2ba34bdb510effebaea448ed5e387543b1796dd/mx.js","source inventory only; not runtime-qualified"
"lapidot/ergogenFootprintCollection","c2ba34bdb510effebaea448ed5e387543b1796dd","niceview.js","params/body","[""VCC"",""GND"",""SDA"",""SCL"",""CS""]","[]","{""side"":""'F'""}","null","35718c927c21f0c2fdcd72c814f478dc51d33123a973ceb8e3ef6df18fc925f1","https://github.com/lapidot/ergogenFootprintCollection/blob/c2ba34bdb510effebaea448ed5e387543b1796dd/niceview.js","source inventory only; not runtime-qualified"
"lapidot/ergogenFootprintCollection","c2ba34bdb510effebaea448ed5e387543b1796dd","oled.js","params/body","[""VCC"",""GND"",""SDA"",""SCL""]","[]","{""side"":""'F'""}","null","b88b5d632e8fc0c9db7e3cf233bac36a10aa9cb5f1034b4b80c08b9b6bd4497e","https://github.com/lapidot/ergogenFootprintCollection/blob/c2ba34bdb510effebaea448ed5e387543b1796dd/oled.js","source inventory only; not runtime-qualified"
"lapidot/ergogenFootprintCollection","c2ba34bdb510effebaea448ed5e387543b1796dd","omron.js","params/body","[""from"",""to""]","[]","{}","null","69e69e51693a69be31758ad199aef7e9ede65917ac96e1f642c5c64fe4d9706a","https://github.com/lapidot/ergogenFootprintCollection/blob/c2ba34bdb510effebaea448ed5e387543b1796dd/omron.js","source inventory only; not runtime-qualified"
"lapidot/ergogenFootprintCollection","c2ba34bdb510effebaea448ed5e387543b1796dd","pad.js","params/body","[""net""]","[]","{}","null","e9d6b9170d636c48a96991f62b8e614e127b448a6819327696aedfb1a66dc753","https://github.com/lapidot/ergogenFootprintCollection/blob/c2ba34bdb510effebaea448ed5e387543b1796dd/pad.js","source inventory only; not runtime-qualified"
"lapidot/ergogenFootprintCollection","c2ba34bdb510effebaea448ed5e387543b1796dd","pimoroni_trackball.js","params/body","[""VCC"",""SDA"",""SCL"",""GND""]","[]","{}","null","c0877e465ed44384ab7d2c98614c42a76cf922e73652f096d5d1c5b7634069c7","https://github.com/lapidot/ergogenFootprintCollection/blob/c2ba34bdb510effebaea448ed5e387543b1796dd/pimoroni_trackball.js","source inventory only; not runtime-qualified"
"lapidot/ergogenFootprintCollection","c2ba34bdb510effebaea448ed5e387543b1796dd","promicro.js","params/body","[""RAW"",""GND"",""RST"",""VCC"",""P21"",""P20"",""P19"",""P18"",""P15"",""P14"",""P16"",""P10"",""P1"",""P0"",""P2"",""P3"",""P4"",""P5"",""P6"",""P7"",""P8"",""P9""]","[]","{}","null","487a40279579cd2086a70cc091196550962d5a7fed00b3580431ff54d4d560c4","https://github.com/lapidot/ergogenFootprintCollection/blob/c2ba34bdb510effebaea448ed5e387543b1796dd/promicro.js","source inventory only; not runtime-qualified"
"lapidot/ergogenFootprintCollection","c2ba34bdb510effebaea448ed5e387543b1796dd","rgb.js","params/body","[""din"",""dout"",""VCC"",""GND""]","[]","{""side"":""'F'""}","null","d2bd497058de6d07856f3cd72eb25e9917616f9bb047b0b46e2b509a42afce79","https://github.com/lapidot/ergogenFootprintCollection/blob/c2ba34bdb510effebaea448ed5e387543b1796dd/rgb.js","source inventory only; not runtime-qualified"
"lapidot/ergogenFootprintCollection","c2ba34bdb510effebaea448ed5e387543b1796dd","rotary.js","params/body","[""from"",""to"",""A"",""B"",""C""]","[]","{}","null","7aca7d23f3e5c5038b0267db3112f230089eaee76d0e32c58841d66661fe324d","https://github.com/lapidot/ergogenFootprintCollection/blob/c2ba34bdb510effebaea448ed5e387543b1796dd/rotary.js","source inventory only; not runtime-qualified"
"lapidot/ergogenFootprintCollection","c2ba34bdb510effebaea448ed5e387543b1796dd","scrollwheel.js","params/body","[""from"",""to"",""A"",""B"",""C"",""D""]","[]","{""reverse"":""false""}","null","fa6a53f148bd6956d7af3f8d5f91eb0127496911f32a9151f275f5ce2e8127dd","https://github.com/lapidot/ergogenFootprintCollection/blob/c2ba34bdb510effebaea448ed5e387543b1796dd/scrollwheel.js","source inventory only; not runtime-qualified"
"lapidot/ergogenFootprintCollection","c2ba34bdb510effebaea448ed5e387543b1796dd","slider.js","params/body","[""from"",""to""]","[]","{""side"":""'F'""}","null","ff3ab869a54066cd8628332a19a5ba992e6aad6b40868ad10a48641c87ddc1e7","https://github.com/lapidot/ergogenFootprintCollection/blob/c2ba34bdb510effebaea448ed5e387543b1796dd/slider.js","source inventory only; not runtime-qualified"
"lapidot/ergogenFootprintCollection","c2ba34bdb510effebaea448ed5e387543b1796dd","smd_resistor.js","params/body","[""from"",""to""]","[]","{""side"":""'F'""}","null","db4240986036e631482a67d6148f7976172fbd5a94cc5ee3e201271e9fece588","https://github.com/lapidot/ergogenFootprintCollection/blob/c2ba34bdb510effebaea448ed5e387543b1796dd/smd_resistor.js","source inventory only; not runtime-qualified"
"lapidot/ergogenFootprintCollection","c2ba34bdb510effebaea448ed5e387543b1796dd","tentingpuck.js","legacy nets+params","[]","[]","{}","null","bf7f2799747d6936337f16f28391076e5735536a95b8297a2e12d4d60e0e1787","https://github.com/lapidot/ergogenFootprintCollection/blob/c2ba34bdb510effebaea448ed5e387543b1796dd/tentingpuck.js","source inventory only; not runtime-qualified"
"lapidot/ergogenFootprintCollection","c2ba34bdb510effebaea448ed5e387543b1796dd","trackpad_hole.js","params/body","[]","[]","{}","null","75a824632ed8e18960879473e809a1e6715b00d3e96750dc12b6fe4d99b61613","https://github.com/lapidot/ergogenFootprintCollection/blob/c2ba34bdb510effebaea448ed5e387543b1796dd/trackpad_hole.js","source inventory only; not runtime-qualified"
"lapidot/ergogenFootprintCollection","c2ba34bdb510effebaea448ed5e387543b1796dd","trrs.js","params/body","[""A"",""B"",""C"",""D""]","[]","{""reverse"":""false""}","null","2b9e00343c21b35c86c6f737b3389e696187ad1934ff5a7e10f369d234b73439","https://github.com/lapidot/ergogenFootprintCollection/blob/c2ba34bdb510effebaea448ed5e387543b1796dd/trrs.js","source inventory only; not runtime-qualified"
"lapidot/ergogenFootprintCollection","c2ba34bdb510effebaea448ed5e387543b1796dd","via.js","params/body","[""net""]","[]","{}","null","3f997c126912d0accc31e97fa008e4713a53d24040fbce60a95408c836fe532e","https://github.com/lapidot/ergogenFootprintCollection/blob/c2ba34bdb510effebaea448ed5e387543b1796dd/via.js","source inventory only; not runtime-qualified"
"larssont/ergogen-footprints","708940922192a481cd40c6cef9ae80de49a9e104","amplifier.js","params/body","[""VCC"",""GND"",""AUDIO_IN"",""AUDIO_OUT_POS"",""AUDIO_OUT_NEG"",""SDB"",""AMP_IN_NEG"",""AMP_IN_POS"",""HPF"",""BYPASS""]","[]","{""side"":""'F'"",""reversible"":""false""}","null","04b706a3ebdac9b1461659eeba3005d023b0227d718b75282be46404dd24ce7b","https://github.com/larssont/ergogen-footprints/blob/708940922192a481cd40c6cef9ae80de49a9e104/amplifier.js","source inventory only; not runtime-qualified"
"larssont/ergogen-footprints","708940922192a481cd40c6cef9ae80de49a9e104","bav70.js","params/body","[""A1"",""A2"",""C""]","[]","{""side"":""\""F\"""",""reversible"":""false""}","null","60c3b09ba6f3df3e531268480af38d3c128ad36ac04d2845347306e511a5466b","https://github.com/larssont/ergogen-footprints/blob/708940922192a481cd40c6cef9ae80de49a9e104/bav70.js","source inventory only; not runtime-qualified"
"larssont/ergogen-footprints","708940922192a481cd40c6cef9ae80de49a9e104","magsafe.js","params/body","[]","[]","{""side"":""'B'""}","null","b6faa866522579f02a5012cde3fc88f0767846ef195094674eefc28e7b9fd9e4","https://github.com/larssont/ergogen-footprints/blob/708940922192a481cd40c6cef9ae80de49a9e104/magsafe.js","source inventory only; not runtime-qualified"
"larssont/ergogen-footprints","708940922192a481cd40c6cef9ae80de49a9e104","mh_npth.js","params/body","[]","[]","{""side"":""'F'""}","null","4bb9e47a5466b01b662193f498d1b7c631adcbf405b438d64a9b35863f656c53","https://github.com/larssont/ergogen-footprints/blob/708940922192a481cd40c6cef9ae80de49a9e104/mh_npth.js","source inventory only; not runtime-qualified"
"larssont/ergogen-footprints","708940922192a481cd40c6cef9ae80de49a9e104","piezo.js","params/body","[""A"",""B""]","[]","{""side"":""'F'"",""reversible"":""false""}","null","8cb712c361e3befcdecc5c7b0fdffbc564fca2e8bbb03c2fc4437506999edac0","https://github.com/larssont/ergogen-footprints/blob/708940922192a481cd40c6cef9ae80de49a9e104/piezo.js","source inventory only; not runtime-qualified"
"larssont/ergogen-footprints","708940922192a481cd40c6cef9ae80de49a9e104","rj11.js","params/body","[""TX"",""RX"",""POWER"",""GND""]","[]","{""side"":""'F'"",""reversible"":""false""}","null","ce159c0611512a5185742a5bd8b6b8c57d607a834283e2099022c66809e88672","https://github.com/larssont/ergogen-footprints/blob/708940922192a481cd40c6cef9ae80de49a9e104/rj11.js","source inventory only; not runtime-qualified"
"larssont/ergogen-footprints","708940922192a481cd40c6cef9ae80de49a9e104","rp2040_smd.js","params/body","[""V5"",""GND"",""V3"",""P29"",""P28"",""P27"",""P26"",""P15"",""P14"",""P0"",""P1"",""P2"",""P3"",""P4"",""P5"",""P6"",""P7"",""P8"",""P9"",""P10"",""P11"",""P12"",""P13""]","[]","{""side"":""'F'"",""reversible"":""false""}","null","fd70c60dfef80424cad249240079a6128de07dc26a3172ee711c9c1326d594aa","https://github.com/larssont/ergogen-footprints/blob/708940922192a481cd40c6cef9ae80de49a9e104/rp2040_smd.js","source inventory only; not runtime-qualified"
"larssont/ergogen-footprints","708940922192a481cd40c6cef9ae80de49a9e104","sprintek_sk8707_01_driver.js","params/body","[""GND"",""DATA"",""CLOCK"",""RESET"",""VCC"",""LEFT"",""MIDDLE"",""RIGHT"",""TPS1"",""TPS2"",""TPS3"",""TPS4""]","[]","{""side"":""'F'""}","null","ae2d22b67b29f6e5375da5daccbc1c56538304d41be9f3b7f955e21d0c518abd","https://github.com/larssont/ergogen-footprints/blob/708940922192a481cd40c6cef9ae80de49a9e104/sprintek_sk8707_01_driver.js","source inventory only; not runtime-qualified"
"larssont/ergogen-footprints","708940922192a481cd40c6cef9ae80de49a9e104","sprintek_sk8707_01_sensor.js","params/body","[""TPS1"",""TPS2"",""TPS3"",""TPS4""]","[]","{""side"":""'F'""}","null","9771b48c00e78740d960ddca53d57f720cc3db74869c3ecda0236a49df0872de","https://github.com/larssont/ergogen-footprints/blob/708940922192a481cd40c6cef9ae80de49a9e104/sprintek_sk8707_01_sensor.js","source inventory only; not runtime-qualified"
"larssont/ergogen-footprints","708940922192a481cd40c6cef9ae80de49a9e104","text.js","params/body","[]","[]","{""side"":""'F'"",""reversible"":""false""}","null","ba2450422e9f4726f52863eb98b91e0332b720d6dda95a2821823c5bffa1d1c3","https://github.com/larssont/ergogen-footprints/blob/708940922192a481cd40c6cef9ae80de49a9e104/text.js","source inventory only; not runtime-qualified"
"larssont/ergogen-footprints","708940922192a481cd40c6cef9ae80de49a9e104","usb_mini_b.js","params/body","[""VBUS"",""DMIN"",""DPLUS"",""ID"",""GND""]","[]","{""side"":""\""F\""""}","null","8c39cdb443e8f88f1005a325b550946dac5b01974c25d1be20d32c085998797a","https://github.com/larssont/ergogen-footprints/blob/708940922192a481cd40c6cef9ae80de49a9e104/usb_mini_b.js","source inventory only; not runtime-qualified"
"infused-kim/kb_ergogen_fp","bb80a207d8a6fa7b9245caad2c2d97e2adc2f612","choc.js","params/body","[""from"",""to""]","[]","{""reverse"":""false"",""hotswap"":""true"",""solder"":""false""}","null","94d2e40d27867a6ab779c00dad79e7225d7a4ac3b52ce49d4d535f4168a8d33a","https://github.com/infused-kim/kb_ergogen_fp/blob/bb80a207d8a6fa7b9245caad2c2d97e2adc2f612/choc.js","source inventory only; not runtime-qualified"
"infused-kim/kb_ergogen_fp","bb80a207d8a6fa7b9245caad2c2d97e2adc2f612","conn_molex_pico_ezmate_1x02.js","params/body","[""pad_1"",""pad_2""]","[]","{""side"":""'F'"",""reverse"":""false""}","null","7c9ed0bef237485a19d0d391fde7e9cf41e32363f89639c15a381d69c4eab342","https://github.com/infused-kim/kb_ergogen_fp/blob/bb80a207d8a6fa7b9245caad2c2d97e2adc2f612/conn_molex_pico_ezmate_1x02.js","source inventory only; not runtime-qualified"
"infused-kim/kb_ergogen_fp","bb80a207d8a6fa7b9245caad2c2d97e2adc2f612","conn_molex_pico_ezmate_1x05.js","params/body","[""pad_1"",""pad_2"",""pad_3"",""pad_4"",""pad_5""]","[]","{""side"":""'F'"",""reverse"":""false""}","null","3cfb91ee047d733544982423ff1d29c375159782d18338580c8481edfc455e68","https://github.com/infused-kim/kb_ergogen_fp/blob/bb80a207d8a6fa7b9245caad2c2d97e2adc2f612/conn_molex_pico_ezmate_1x05.js","source inventory only; not runtime-qualified"
"infused-kim/kb_ergogen_fp","bb80a207d8a6fa7b9245caad2c2d97e2adc2f612","diode.js","params/body","[""from"",""to""]","[]","{}","null","197bfe0616a32339ddd659a059b45cdf559b1af83d5d269c0df8e8f07b6bab85","https://github.com/infused-kim/kb_ergogen_fp/blob/bb80a207d8a6fa7b9245caad2c2d97e2adc2f612/diode.js","source inventory only; not runtime-qualified"
"infused-kim/kb_ergogen_fp","bb80a207d8a6fa7b9245caad2c2d97e2adc2f612","icon_bat.js","params/body","[]","[]","{""side"":""'F'"",""reverse"":""false""}","null","834dc8e17f1fa71c36040002d72c79a3002a5d2e0594653499ce3e8853dec000","https://github.com/infused-kim/kb_ergogen_fp/blob/bb80a207d8a6fa7b9245caad2c2d97e2adc2f612/icon_bat.js","source inventory only; not runtime-qualified"
"infused-kim/kb_ergogen_fp","bb80a207d8a6fa7b9245caad2c2d97e2adc2f612","mounting_hole.js","params/body","[]","[]","{}","null","b183f9af41e22d200273a094c3ac419d75b44ec7d2d09e80e00b218e786c6116","https://github.com/infused-kim/kb_ergogen_fp/blob/bb80a207d8a6fa7b9245caad2c2d97e2adc2f612/mounting_hole.js","source inventory only; not runtime-qualified"
"infused-kim/kb_ergogen_fp","bb80a207d8a6fa7b9245caad2c2d97e2adc2f612","nice_nano_pretty.js","params/body","[""RAW"",""GND"",""RST"",""VCC"",""P21"",""P20"",""P19"",""P18"",""P15"",""P14"",""P16"",""P10"",""P1"",""P0"",""P2"",""P3"",""P4"",""P5"",""P6"",""P7"",""P8"",""P9""]","[]","{}","null","622b91349400c29fe076bcca565131489aa878839b52927b8a5fafb3f855d71c","https://github.com/infused-kim/kb_ergogen_fp/blob/bb80a207d8a6fa7b9245caad2c2d97e2adc2f612/nice_nano_pretty.js","source inventory only; not runtime-qualified"
"infused-kim/kb_ergogen_fp","bb80a207d8a6fa7b9245caad2c2d97e2adc2f612","nice_view.js","params/body","[""MOSI"",""SCK"",""VCC"",""GND"",""CS""]","[]","{""side"":""'F'"",""reverse"":""false""}","null","de3f90028fd5e11e5c3879b9759877f5c1a4a987e9d2da273602e65f9cf97b99","https://github.com/infused-kim/kb_ergogen_fp/blob/bb80a207d8a6fa7b9245caad2c2d97e2adc2f612/nice_view.js","source inventory only; not runtime-qualified"
"infused-kim/kb_ergogen_fp","bb80a207d8a6fa7b9245caad2c2d97e2adc2f612","pads.js","params/body","[""net_1"",""net_2"",""net_3"",""net_4"",""net_5"",""net_6""]","[]","{""side"":""'F'"",""reverse"":""true""}","null","3953d2102230825d765ae1567c8085264b83f2b8de085ea21cfb0bcb064b1234","https://github.com/infused-kim/kb_ergogen_fp/blob/bb80a207d8a6fa7b9245caad2c2d97e2adc2f612/pads.js","source inventory only; not runtime-qualified"
"infused-kim/kb_ergogen_fp","bb80a207d8a6fa7b9245caad2c2d97e2adc2f612","point_debugger.js","params/body","[]","[]","{}","null","4230248e48162c4d7a133beb5573c27aa70e3933fceaa3925389daae5343e82f","https://github.com/infused-kim/kb_ergogen_fp/blob/bb80a207d8a6fa7b9245caad2c2d97e2adc2f612/point_debugger.js","source inventory only; not runtime-qualified"
"infused-kim/kb_ergogen_fp","bb80a207d8a6fa7b9245caad2c2d97e2adc2f612","smd_0805.js","params/body","[""net_1_from"",""net_1_to"",""net_2_from"",""net_2_to"",""net_3_from"",""net_3_to"",""net_4_from"",""net_4_to"",""net_5_from"",""net_5_to"",""net_6_from"",""net_6_to""]","[]","{""side"":""'F'"",""reverse"":""true""}","null","89b5e194f217b1fb6d514f318f326b911d74ed47657b450dc8a022d19fd937c7","https://github.com/infused-kim/kb_ergogen_fp/blob/bb80a207d8a6fa7b9245caad2c2d97e2adc2f612/smd_0805.js","source inventory only; not runtime-qualified"
"infused-kim/kb_ergogen_fp","bb80a207d8a6fa7b9245caad2c2d97e2adc2f612","switch_power.js","params/body","[""from"",""to""]","[]","{""side"":""'F'"",""reverse"":""false""}","null","b36b6900beb92a64b5e6f2d9b363c68e16ac48e27672d1a819e81d642ab83ffe","https://github.com/infused-kim/kb_ergogen_fp/blob/bb80a207d8a6fa7b9245caad2c2d97e2adc2f612/switch_power.js","source inventory only; not runtime-qualified"
"infused-kim/kb_ergogen_fp","bb80a207d8a6fa7b9245caad2c2d97e2adc2f612","switch_reset.js","params/body","[""from"",""to""]","[]","{""side"":""'F'"",""reverse"":""false""}","null","39c98cb0efd72f4030de77299d03665f7a0a4a91a7ec15946bbb2a995957565c","https://github.com/infused-kim/kb_ergogen_fp/blob/bb80a207d8a6fa7b9245caad2c2d97e2adc2f612/switch_reset.js","source inventory only; not runtime-qualified"
"infused-kim/kb_ergogen_fp","bb80a207d8a6fa7b9245caad2c2d97e2adc2f612","text.js","params/body","[]","[]","{""side"":""'F'"",""reverse"":""false""}","null","ae3fcc7dacd95ae4ea2ab6cc7afe76ce8619e16b2e08a97321d29e5b094b3074","https://github.com/infused-kim/kb_ergogen_fp/blob/bb80a207d8a6fa7b9245caad2c2d97e2adc2f612/text.js","source inventory only; not runtime-qualified"
"infused-kim/kb_ergogen_fp","bb80a207d8a6fa7b9245caad2c2d97e2adc2f612","trackpoint_mount.js","params/body","[]","[]","{""side"":""'B'"",""reverse"":""false""}","null","e785d3079687f29cc3a52391cfad7aa2aa66b71e91ccccfb7fff3c7580019e20","https://github.com/infused-kim/kb_ergogen_fp/blob/bb80a207d8a6fa7b9245caad2c2d97e2adc2f612/trackpoint_mount.js","source inventory only; not runtime-qualified"
"AminKAli/ergogen_footprints","4fc8c27e4e2ffb8594f6b7daa2306d8c59b8a2c7","3mm_kerf_bend_path.js","params/body","[]","[]","{}","null","753a452b1da41429a7ad67d2a039b86fc69afd707caa5ace303e7c3075cd1b25","https://github.com/AminKAli/ergogen_footprints/blob/4fc8c27e4e2ffb8594f6b7daa2306d8c59b8a2c7/3mm_kerf_bend_path.js","source inventory only; not runtime-qualified"
"AminKAli/ergogen_footprints","4fc8c27e4e2ffb8594f6b7daa2306d8c59b8a2c7","3mm_kerf_bend_path_mirrored.js","params/body","[]","[]","{}","null","3a55629a0a465a32590d3fdc7f4bc41a58c235d3a768d3c9de19848816b8c2dc","https://github.com/AminKAli/ergogen_footprints/blob/4fc8c27e4e2ffb8594f6b7daa2306d8c59b8a2c7/3mm_kerf_bend_path_mirrored.js","source inventory only; not runtime-qualified"
"AminKAli/ergogen_footprints","4fc8c27e4e2ffb8594f6b7daa2306d8c59b8a2c7","choc_stabilizer.js","params/body","[]","[]","{}","null","79945833bd6fa7a97e2ea6335b9f4fbd662a3eb9f77f828008054e42fab0f3f7","https://github.com/AminKAli/ergogen_footprints/blob/4fc8c27e4e2ffb8594f6b7daa2306d8c59b8a2c7/choc_stabilizer.js","source inventory only; not runtime-qualified"
"AminKAli/ergogen_footprints","4fc8c27e4e2ffb8594f6b7daa2306d8c59b8a2c7","e73_mcu.js","params/body","[""net_param""]","[]","{}","null","a32e022225d62813911cd4021c32427917209f044f4b76b14faa82cb7517ebfc","https://github.com/AminKAli/ergogen_footprints/blob/4fc8c27e4e2ffb8594f6b7daa2306d8c59b8a2c7/e73_mcu.js","source inventory only; not runtime-qualified"
"AminKAli/ergogen_footprints","4fc8c27e4e2ffb8594f6b7daa2306d8c59b8a2c7","he/1_5u_marker.js","params/body","[]","[]","{}","null","b30bc91e95d47fe6005f5b5e36fe3bacf6073fa0809bbfb1c9c504b1002aa3fe","https://github.com/AminKAli/ergogen_footprints/blob/4fc8c27e4e2ffb8594f6b7daa2306d8c59b8a2c7/he/1_5u_marker.js","source inventory only; not runtime-qualified"
"AminKAli/ergogen_footprints","4fc8c27e4e2ffb8594f6b7daa2306d8c59b8a2c7","he/1u_marker.js","params/body","[]","[]","{}","null","b3c81458599513fe4f9f92d0bf8771490af27bdea8839d49965b67a1d9ef2e1b","https://github.com/AminKAli/ergogen_footprints/blob/4fc8c27e4e2ffb8594f6b7daa2306d8c59b8a2c7/he/1u_marker.js","source inventory only; not runtime-qualified"
"AminKAli/ergogen_footprints","4fc8c27e4e2ffb8594f6b7daa2306d8c59b8a2c7","he/cap.js","params/body","[""P1"",""P2""]","[]","{}","null","e66bf90b6d8c846a8462c01ed02c701b28ed31a1bce378785c3bb5d7463c5d23","https://github.com/AminKAli/ergogen_footprints/blob/4fc8c27e4e2ffb8594f6b7daa2306d8c59b8a2c7/he/cap.js","source inventory only; not runtime-qualified"
"AminKAli/ergogen_footprints","4fc8c27e4e2ffb8594f6b7daa2306d8c59b8a2c7","he/multiplexer.js","params/body","[""MS0"",""MS1"",""MS2"",""MO"",""MI1"",""MI2"",""MI3"",""MI4"",""MI5"",""MI6"",""MI7"",""MI8"",""GND"",""VCC""]","[]","{}","null","57b0e2e42dd2368874608de9ed4b72673b53b8530a65951cba15f4f6b62ef76c","https://github.com/AminKAli/ergogen_footprints/blob/4fc8c27e4e2ffb8594f6b7daa2306d8c59b8a2c7/he/multiplexer.js","source inventory only; not runtime-qualified"
"AminKAli/ergogen_footprints","4fc8c27e4e2ffb8594f6b7daa2306d8c59b8a2c7","he/multiplexer_vias.js","params/body","[""gnd"",""ms0"",""ms1"",""ms2"",""mo""]","[]","{}","null","62c89b29630564795ad63887212a23f72d44c66a21c3f61875c4ce3e5964a113","https://github.com/AminKAli/ergogen_footprints/blob/4fc8c27e4e2ffb8594f6b7daa2306d8c59b8a2c7/he/multiplexer_vias.js","source inventory only; not runtime-qualified"
"AminKAli/ergogen_footprints","4fc8c27e4e2ffb8594f6b7daa2306d8c59b8a2c7","he/sensor.js","params/body","[""P1"",""P2"",""P3""]","[]","{}","null","001956ef600e42a603410f06fb81004549ae062a0ed1500bb335f1050e79c3f8","https://github.com/AminKAli/ergogen_footprints/blob/4fc8c27e4e2ffb8594f6b7daa2306d8c59b8a2c7/he/sensor.js","source inventory only; not runtime-qualified"
"AminKAli/ergogen_footprints","4fc8c27e4e2ffb8594f6b7daa2306d8c59b8a2c7","he/via_0603x5.js","params/body","[""net1"",""net2"",""net3"",""net4"",""net5""]","[]","{}","null","a71a8d5d5779403053cf31c24e8fc428b600ebf2ac878c07e1cfb95e7e2309c9","https://github.com/AminKAli/ergogen_footprints/blob/4fc8c27e4e2ffb8594f6b7daa2306d8c59b8a2c7/he/via_0603x5.js","source inventory only; not runtime-qualified"
