repo,sha,path,contract,netParams,legacyNetParams,controls,fileLicense,sha256,url,verification
"CardboardMechanic/ergogen_footprints","36ad629b3bc4595cfb34bc5cc74787305ec58e2d","mounting_hole.js","params/body","[]","[]","{}","null","2a85e9857a06e1698e8ae79f91783bcd2ea43ebea2e5a1d2a3796ac7746bfd8d","https://github.com/CardboardMechanic/ergogen_footprints/blob/36ad629b3bc4595cfb34bc5cc74787305ec58e2d/mounting_hole.js","source inventory only; not runtime-qualified"
"CardboardMechanic/ergogen_footprints","36ad629b3bc4595cfb34bc5cc74787305ec58e2d","nice_nano.js","params/body","[""RAW"",""GND"",""RST"",""VCC"",""P21"",""P20"",""P19"",""P18"",""P15"",""P14"",""P16"",""P10"",""P1"",""P0"",""P2"",""P3"",""P4"",""P5"",""P6"",""P7"",""P8"",""P9""]","[]","{""include_traces"":""true""}","CC-BY-NC-SA-4.0","8b47e20fba5b1367daa38b07426aaee72e3524ef43495c309c12d2cb10d92359","https://github.com/CardboardMechanic/ergogen_footprints/blob/36ad629b3bc4595cfb34bc5cc74787305ec58e2d/nice_nano.js","source inventory only; not runtime-qualified"
"CardboardMechanic/ergogen_footprints","36ad629b3bc4595cfb34bc5cc74787305ec58e2d","rotary.js","params/body","[""from"",""to"",""A"",""B"",""C""]","[]","{}","null","db70a22af59cd83e709e701ac52604b8956598ac8a7c13ddd2cd18319e636690","https://github.com/CardboardMechanic/ergogen_footprints/blob/36ad629b3bc4595cfb34bc5cc74787305ec58e2d/rotary.js","source inventory only; not runtime-qualified"
"CardboardMechanic/ergogen_footprints","36ad629b3bc4595cfb34bc5cc74787305ec58e2d","text.js","params/body","[]","[]","{""side"":""'F'""}","null","b78d4b23e4d277028131eb9553da4a87f703159a26d617bbb955ef398265381e","https://github.com/CardboardMechanic/ergogen_footprints/blob/36ad629b3bc4595cfb34bc5cc74787305ec58e2d/text.js","source inventory only; not runtime-qualified"
"CardboardMechanic/ergogen_footprints","36ad629b3bc4595cfb34bc5cc74787305ec58e2d","text_metal.js","params/body","[]","[]","{""side"":""'F'""}","null","98fe046aa7e3577f759d21ac551a7114c7aca859ae0ef0767fc12b02323fb39c","https://github.com/CardboardMechanic/ergogen_footprints/blob/36ad629b3bc4595cfb34bc5cc74787305ec58e2d/text_metal.js","source inventory only; not runtime-qualified"
"ImStuBTW/ergogen-v4-footprints","be2f02dd05ba3648b0366d443c7342c3a892d70c","buttonrightangle.js","params/body","[""from"",""to""]","[]","{}","null","04e29962b039c68238cc46343896f390cb462b75f2ac4f22ad34d6cceb614324","https://github.com/ImStuBTW/ergogen-v4-footprints/blob/be2f02dd05ba3648b0366d443c7342c3a892d70c/buttonrightangle.js","source inventory only; not runtime-qualified"
"ImStuBTW/ergogen-v4-footprints","be2f02dd05ba3648b0366d443c7342c3a892d70c","gbareversible.js","params/body","[""BATOUT"",""BATIN"",""RST"",""GND"",""VCC"",""MOSI"",""MISO"",""SCK"",""IO_CS"",""row0"",""row1"",""row2"",""row3"",""row4"",""row5"",""LCD_CS"",""col0"",""col1"",""col2"",""col3"",""col4"",""col5"",""col6"",""col7"",""NFC0"",""NFC1""]","[]","{}","null","9dcff39ff4b5e961d456bae446a4da9a48a24acddb43f63864724ec1403225a1","https://github.com/ImStuBTW/ergogen-v4-footprints/blob/be2f02dd05ba3648b0366d443c7342c3a892d70c/gbareversible.js","source inventory only; not runtime-qualified"
"ImStuBTW/ergogen-v4-footprints","be2f02dd05ba3648b0366d443c7342c3a892d70c","lowproro.js","params/body","[""A"",""PUSH"",""COM"",""B""]","[]","{}","null","67c784fcfc3c87d7a3330cd215ccddd08ca74af548c259780e66e1ecc11223b6","https://github.com/ImStuBTW/ergogen-v4-footprints/blob/be2f02dd05ba3648b0366d443c7342c3a892d70c/lowproro.js","source inventory only; not runtime-qualified"
"ImStuBTW/ergogen-v4-footprints","be2f02dd05ba3648b0366d443c7342c3a892d70c","lowprothumb.js","params/body","[""A"",""PUSH"",""COM"",""B""]","[]","{}","null","f825219d16a3088dcd181b5fd76aba121b065ed1661b510a5881a13839dbbd90","https://github.com/ImStuBTW/ergogen-v4-footprints/blob/be2f02dd05ba3648b0366d443c7342c3a892d70c/lowprothumb.js","source inventory only; not runtime-qualified"
"ImStuBTW/ergogen-v4-footprints","be2f02dd05ba3648b0366d443c7342c3a892d70c","mountingholem2.js","legacy nets+params","[]","[""net""]","{}","null","1178bf49ec3e1575568bbfb94bd6c21f6d771098480a0e86a41385090a38ad7e","https://github.com/ImStuBTW/ergogen-v4-footprints/blob/be2f02dd05ba3648b0366d443c7342c3a892d70c/mountingholem2.js","source inventory only; not runtime-qualified"
"ImStuBTW/ergogen-v4-footprints","be2f02dd05ba3648b0366d443c7342c3a892d70c","mountingholem3.js","legacy nets+params","[]","[""net""]","{}","null","acad1d90d6770ab9fe36456e8aad3c349385a6b96360a82b210881d884a782c9","https://github.com/ImStuBTW/ergogen-v4-footprints/blob/be2f02dd05ba3648b0366d443c7342c3a892d70c/mountingholem3.js","source inventory only; not runtime-qualified"
"ImStuBTW/ergogen-v4-footprints","be2f02dd05ba3648b0366d443c7342c3a892d70c","spdt.js","params/body","[""from"",""to""]","[]","{}","null","476a0870093f0a52b3632d9de45c780bf077f9b5d01a16d3a83d206644109ed7","https://github.com/ImStuBTW/ergogen-v4-footprints/blob/be2f02dd05ba3648b0366d443c7342c3a892d70c/spdt.js","source inventory only; not runtime-qualified"
"ImStuBTW/ergogen-v4-footprints","be2f02dd05ba3648b0366d443c7342c3a892d70c","xiao-ble-kicad5.js","params/body","[""P0"",""P1"",""P2"",""P3"",""P4"",""P5"",""P6"",""RAW5V"",""GND"",""RAW3V3"",""P10"",""P9"",""P8"",""P7"",""SWCLK"",""SWDIO"",""RST"",""BAT_POS"",""BAT_NEG"",""NFC1"",""NFC2""]","[]","{}","null","032bf2303c21f3b74b16a351f6131b619c620459b1c2aa1e71639106221cabd3","https://github.com/ImStuBTW/ergogen-v4-footprints/blob/be2f02dd05ba3648b0366d443c7342c3a892d70c/xiao-ble-kicad5.js","source inventory only; not runtime-qualified"
"ImStuBTW/ergogen-v4-footprints","be2f02dd05ba3648b0366d443c7342c3a892d70c","xiao-ble.js","params/body","[""P0"",""P1"",""P2"",""P3"",""P4"",""P5"",""P6"",""P7"",""P8"",""P9"",""P10"",""RAW3V3"",""GND"",""RAW5V"",""SWCLK"",""SWDIO"",""RST"",""BAT_POS"",""BAT_NEG"",""NFC1"",""NFC2""]","[]","{""side"":""'F'""}","null","903daac6b505b3957de7f4445a2e6b272f86940a947ec36050b97c5c653588f3","https://github.com/ImStuBTW/ergogen-v4-footprints/blob/be2f02dd05ba3648b0366d443c7342c3a892d70c/xiao-ble.js","source inventory only; not runtime-qualified"
"Virginia2244/ergogen_footprints","e1e630d3723d3eb00d2bab9b866d9612f1bba5eb","footprints/choc.js","params/body","[""from"",""to""]","[]","{""hotswap"":""false"",""reverse"":""false""}","null","76e2ff188dd1d6b4c8ea038adc377be345a8444acc12c8d77f16823801296208","https://github.com/Virginia2244/ergogen_footprints/blob/e1e630d3723d3eb00d2bab9b866d9612f1bba5eb/footprints/choc.js","source inventory only; not runtime-qualified"
"Virginia2244/ergogen_footprints","e1e630d3723d3eb00d2bab9b866d9612f1bba5eb","footprints/diode.js","params/body","[""from"",""to""]","[]","{}","null","7a4f32a65c632bce87ebd3f20f653f99ef1db1a4248f24a8c86b593a4b7dcf64","https://github.com/Virginia2244/ergogen_footprints/blob/e1e630d3723d3eb00d2bab9b866d9612f1bba5eb/footprints/diode.js","source inventory only; not runtime-qualified"
"Virginia2244/ergogen_footprints","e1e630d3723d3eb00d2bab9b866d9612f1bba5eb","footprints/elite-c.js","params/body","[""D3"",""D2"",""D1"",""D0"",""D4"",""C6"",""D7"",""E6"",""B4"",""B5"",""B0"",""F4"",""F5"",""F6"",""F7"",""B1"",""B3"",""B2"",""B6"",""VBUS"",""GND"",""RST"",""VCC"",""B7"",""D5"",""C7"",""F1"",""F0""]","[]","{}","null","0481f13ec81ce2ba262158d6a85b4d7079295259a2863286f9905e64fc400943","https://github.com/Virginia2244/ergogen_footprints/blob/e1e630d3723d3eb00d2bab9b866d9612f1bba5eb/footprints/elite-c.js","source inventory only; not runtime-qualified"
"Virginia2244/ergogen_footprints","e1e630d3723d3eb00d2bab9b866d9612f1bba5eb","footprints/kb2040.js","params/body","[""DPOS"",""DMIN"",""TX"",""RX"",""GND"",""P1"",""P2"",""P3"",""P4"",""P5"",""P6"",""P7"",""P8"",""P9"",""RAW"",""G"",""RST"",""V3"",""A3"",""A2"",""A1"",""A0"",""CLK"",""MI"",""MO"",""P10""]","[]","{}","null","ccb11129efdb157b6099e2023665fb24de5625c5d977d12761eb9fceba379d71","https://github.com/Virginia2244/ergogen_footprints/blob/e1e630d3723d3eb00d2bab9b866d9612f1bba5eb/footprints/kb2040.js","source inventory only; not runtime-qualified"
"Virginia2244/ergogen_footprints","e1e630d3723d3eb00d2bab9b866d9612f1bba5eb","footprints/mx.js","params/body","[""from"",""to""]","[]","{""hotswap"":""false"",""reverse"":""false""}","null","1692bdf70514286302eb4444d61361c54b3c52f352d3c3405c91089f8e1f906e","https://github.com/Virginia2244/ergogen_footprints/blob/e1e630d3723d3eb00d2bab9b866d9612f1bba5eb/footprints/mx.js","source inventory only; not runtime-qualified"
"Virginia2244/ergogen_footprints","e1e630d3723d3eb00d2bab9b866d9612f1bba5eb","footprints/nice_nano.js","params/body","[""P006"",""P008"",""P017"",""P020"",""P022"",""P024"",""P100"",""P011"",""P104"",""P106"",""P031"",""P029"",""P002"",""P115"",""P113"",""P111"",""P010"",""P009"",""BPOS"",""BNEG"",""RAW"",""GND"",""RST"",""VCC"",""P101"",""P102"",""P107""]","[]","{}","null","26457839dd8aa58a8cf0644a55739e09c0f07b911c42a0c69df73b73638849b4","https://github.com/Virginia2244/ergogen_footprints/blob/e1e630d3723d3eb00d2bab9b866d9612f1bba5eb/footprints/nice_nano.js","source inventory only; not runtime-qualified"
"Virginia2244/ergogen_footprints","e1e630d3723d3eb00d2bab9b866d9612f1bba5eb","footprints/promicro.js","params/body","[""P1"",""P0"",""P2"",""P3"",""P4"",""P5"",""P6"",""P7"",""P8"",""P9"",""P21"",""P20"",""P19"",""P18"",""P15"",""P14"",""P16"",""P10"",""RAW"",""RST"",""VCC"",""GND""]","[]","{}","null","fcd033c5f005a53b9a83af00407844de5e6c1da64a9f1f26393f5580532cba2b","https://github.com/Virginia2244/ergogen_footprints/blob/e1e630d3723d3eb00d2bab9b866d9612f1bba5eb/footprints/promicro.js","source inventory only; not runtime-qualified"
"Virginia2244/ergogen_footprints","e1e630d3723d3eb00d2bab9b866d9612f1bba5eb","footprints/rgb.js","params/body","[""din"",""dout"",""VCC"",""GND""]","[]","{""side"":""'F'"",""reverse"":""false""}","null","cf969a41e65a0037ad498c09ed7d72ef4331d5cf5d1b0c8dc33931478b8903a7","https://github.com/Virginia2244/ergogen_footprints/blob/e1e630d3723d3eb00d2bab9b866d9612f1bba5eb/footprints/rgb.js","source inventory only; not runtime-qualified"
"Virginia2244/ergogen_footprints","e1e630d3723d3eb00d2bab9b866d9612f1bba5eb","footprints/seeed_xaio.js","params/body","[""P0"",""P1"",""P2"",""P3"",""P4"",""P5"",""P6"",""P7"",""P8"",""P9"",""P10"",""VCC"",""GND"",""V3""]","[]","{}","null","390c5dcd700a8dbe6234494c725dc387dd44c49c307c4de4f9e0e3e194501a64","https://github.com/Virginia2244/ergogen_footprints/blob/e1e630d3723d3eb00d2bab9b866d9612f1bba5eb/footprints/seeed_xaio.js","source inventory only; not runtime-qualified"
"Virginia2244/ergogen_footprints","e1e630d3723d3eb00d2bab9b866d9612f1bba5eb","footprints/trrs.js","params/body","[""A"",""B"",""C"",""D""]","[]","{""reverse"":""false""}","null","6b1878afa14941ef90c201524d8a5314cb7e002668016ecfe2d0e53dd2022228","https://github.com/Virginia2244/ergogen_footprints/blob/e1e630d3723d3eb00d2bab9b866d9612f1bba5eb/footprints/trrs.js","source inventory only; not runtime-qualified"
"Virginia2244/ergogen_footprints","e1e630d3723d3eb00d2bab9b866d9612f1bba5eb","footprints/waveshare_rp2040_zero.js","params/body","[""P0"",""P1"",""P2"",""P3"",""P4"",""P5"",""P6"",""P7"",""P8"",""V5"",""GND"",""V3"",""P29"",""P28"",""P27"",""P26"",""P15"",""P14"",""P13"",""P12"",""P11"",""P10"",""P9""]","[]","{}","null","1e82533ab73a780e90f9b357ff44313e4ef440c372eb9f882602c5fddbd2fb13","https://github.com/Virginia2244/ergogen_footprints/blob/e1e630d3723d3eb00d2bab9b866d9612f1bba5eb/footprints/waveshare_rp2040_zero.js","source inventory only; not runtime-qualified"
"jusdisgi/ergogen-footprints","ce4311a3b015955fee098d121700e3c9712ef7e0","Magsafe_Silkscreen.js","params/body","[]","[]","{""side"":""'F'""}","null","b9543c5ed8dc3fdb9a9f6e00466f86e1cbe78229039dade8b6b02d20c147d212","https://github.com/jusdisgi/ergogen-footprints/blob/ce4311a3b015955fee098d121700e3c9712ef7e0/Magsafe_Silkscreen.js","source inventory only; not runtime-qualified"
"jusdisgi/ergogen-footprints","ce4311a3b015955fee098d121700e3c9712ef7e0","conn_molex_pico_ezmate_plus_1x02.js","params/body","[""P1"",""P2""]","[]","{""side"":""'F'""}","null","d5acaa95598429e3e29a6a0b67670aa928e53d2728d7b3905d74a3f02b58e26d","https://github.com/jusdisgi/ergogen-footprints/blob/ce4311a3b015955fee098d121700e3c9712ef7e0/conn_molex_pico_ezmate_plus_1x02.js","source inventory only; not runtime-qualified"
"jusdisgi/ergogen-footprints","ce4311a3b015955fee098d121700e3c9712ef7e0","conn_molex_picoblade_smd_1x08_1mm25_horiz.js","params/body","[""MP"",""P1"",""P2"",""P3"",""P4"",""P5"",""P6"",""P7"",""P8""]","[]","{""side"":""'F'""}","null","51da0b7e899c4c1afe52507451917bfd52b2bdddde1fcacd4e22d72b8b67657c","https://github.com/jusdisgi/ergogen-footprints/blob/ce4311a3b015955fee098d121700e3c9712ef7e0/conn_molex_picoblade_smd_1x08_1mm25_horiz.js","source inventory only; not runtime-qualified"
"jusdisgi/ergogen-footprints","ce4311a3b015955fee098d121700e3c9712ef7e0","conn_molex_picoblade_smd_1x08_1mm25_vert.js","params/body","[""MP"",""P1"",""P2"",""P3"",""P4"",""P5"",""P6"",""P7"",""P8""]","[]","{""side"":""'F'""}","null","60a6a7cbc733c67489eb5dfcd695516c818ac0dff5364456710232306d6f00a5","https://github.com/jusdisgi/ergogen-footprints/blob/ce4311a3b015955fee098d121700e3c9712ef7e0/conn_molex_picoblade_smd_1x08_1mm25_vert.js","source inventory only; not runtime-qualified"
"jusdisgi/ergogen-footprints","ce4311a3b015955fee098d121700e3c9712ef7e0","conn_molex_picoblade_tht_1x08_1mm25_horiz.js","params/body","[""P1"",""P2"",""P3"",""P4"",""P5"",""P6"",""P7"",""P8""]","[]","{""side"":""'F'""}","null","7106ded16fa53c0abd4331f3a6d06e53d0eb5766078f6fded4ace33e4be751a6","https://github.com/jusdisgi/ergogen-footprints/blob/ce4311a3b015955fee098d121700e3c9712ef7e0/conn_molex_picoblade_tht_1x08_1mm25_horiz.js","source inventory only; not runtime-qualified"
"jusdisgi/ergogen-footprints","ce4311a3b015955fee098d121700e3c9712ef7e0","conn_molex_picoblade_tht_1x08_1mm25_vert.js","params/body","[""P1"",""P2"",""P3"",""P4"",""P5"",""P6"",""P7"",""P8""]","[]","{""side"":""'F'""}","null","fa01b4bb38a3ac201f29dfa4ed5be92b3e1cd6d3bb0dedd72806734a27349f4f","https://github.com/jusdisgi/ergogen-footprints/blob/ce4311a3b015955fee098d121700e3c9712ef7e0/conn_molex_picoblade_tht_1x08_1mm25_vert.js","source inventory only; not runtime-qualified"
"jusdisgi/ergogen-footprints","ce4311a3b015955fee098d121700e3c9712ef7e0","diode_bav70_hand.js","params/body","[""from1"",""from2"",""to""]","[]","{""side"":""'F'""}","null","5a849d70a86d3fb89286880b888b3ac1ed318aaf1ec8e637e3747717ea3d2b36","https://github.com/jusdisgi/ergogen-footprints/blob/ce4311a3b015955fee098d121700e3c9712ef7e0/diode_bav70_hand.js","source inventory only; not runtime-qualified"
"jusdisgi/ergogen-footprints","ce4311a3b015955fee098d121700e3c9712ef7e0","diode_bav70_larssont.js","params/body","[""A1"",""A2"",""C""]","[]","{""side"":""\""F\"""",""reversible"":""false""}","null","128ec25fed417d2e1cfa20343cefa2c226cd76219435f79a13cb7a17212a1020","https://github.com/jusdisgi/ergogen-footprints/blob/ce4311a3b015955fee098d121700e3c9712ef7e0/diode_bav70_larssont.js","source inventory only; not runtime-qualified"
"jusdisgi/ergogen-footprints","ce4311a3b015955fee098d121700e3c9712ef7e0","diode_smd_sod323f.js","params/body","[""from"",""to""]","[]","{""side"":""'F'""}","null","5724b1626f041d8be01959f0a1612a53161106e9212abc9674c2685e01b00b35","https://github.com/jusdisgi/ergogen-footprints/blob/ce4311a3b015955fee098d121700e3c9712ef7e0/diode_smd_sod323f.js","source inventory only; not runtime-qualified"
"jusdisgi/ergogen-footprints","ce4311a3b015955fee098d121700e3c9712ef7e0","lcd_waveshare_1in69.js","params/body","[]","[]","{""side"":""'F'""}","null","47ad10814172a66f0f5b11d00cb50ce53d9395ff4e2a69847ffb405f045b6bd9","https://github.com/jusdisgi/ergogen-footprints/blob/ce4311a3b015955fee098d121700e3c9712ef7e0/lcd_waveshare_1in69.js","source inventory only; not runtime-qualified"
"jusdisgi/ergogen-footprints","ce4311a3b015955fee098d121700e3c9712ef7e0","led_load_switch.js","params/body","[""P1"",""P2"",""P3""]","[]","{""side"":""'F'""}","null","1b6fa3b05551e443748a2630be4f811dfacfec53e84f4084d7d59bbeafe4b514","https://github.com/jusdisgi/ergogen-footprints/blob/ce4311a3b015955fee098d121700e3c9712ef7e0/led_load_switch.js","source inventory only; not runtime-qualified"
"jusdisgi/ergogen-footprints","ce4311a3b015955fee098d121700e3c9712ef7e0","led_ws2812b_2020.js","params/body","[""P1"",""P2"",""P3"",""P4""]","[]","{""side"":""'F'""}","null","e873442af4d5a7915a8dc022fb9546066229901921fe22de3d340ab8342f63e3","https://github.com/jusdisgi/ergogen-footprints/blob/ce4311a3b015955fee098d121700e3c9712ef7e0/led_ws2812b_2020.js","source inventory only; not runtime-qualified"
"jusdisgi/ergogen-footprints","ce4311a3b015955fee098d121700e3c9712ef7e0","mounting_hole_npth.js","params/body","[]","[]","{""side"":""'F'""}","MIT","82881439c8f74fb9daf0daadc5e3a3bd61cbcc15d89fb368c3aa796a2d809855","https://github.com/jusdisgi/ergogen-footprints/blob/ce4311a3b015955fee098d121700e3c9712ef7e0/mounting_hole_npth.js","source inventory only; not runtime-qualified"
"jusdisgi/ergogen-footprints","ce4311a3b015955fee098d121700e3c9712ef7e0","mounting_hole_plated.js","params/body","[]","[]","{""side"":""'F'""}","CC-BY-NC-SA-4.0","3eb1cd58eb0cf42c45827472b1d5df7ca9ffbce260c0eb1c1c7ac5f850d21f1c","https://github.com/jusdisgi/ergogen-footprints/blob/ce4311a3b015955fee098d121700e3c9712ef7e0/mounting_hole_plated.js","source inventory only; not runtime-qualified"
"jusdisgi/ergogen-footprints","ce4311a3b015955fee098d121700e3c9712ef7e0","mousebites_25mm.js","params/body","[]","[]","{""side"":""'F'""}","null","5470c798df30a72684253678c4a259bb4b7fb9744027d2bb41bb893e827aa963","https://github.com/jusdisgi/ergogen-footprints/blob/ce4311a3b015955fee098d121700e3c9712ef7e0/mousebites_25mm.js","source inventory only; not runtime-qualified"
"jusdisgi/ergogen-footprints","ce4311a3b015955fee098d121700e3c9712ef7e0","roller_encoder_ckw12.js","params/body","[""S1"",""S2"",""A"",""B"",""C""]","[]","{""side"":""'F'""}","null","337610f1123a24c2fb2196d5300214b235ce990462ff0c27226632cd748f1718","https://github.com/jusdisgi/ergogen-footprints/blob/ce4311a3b015955fee098d121700e3c9712ef7e0/roller_encoder_ckw12.js","source inventory only; not runtime-qualified"
"jusdisgi/ergogen-footprints","ce4311a3b015955fee098d121700e3c9712ef7e0","scrollwheel.js","params/body","[""from"",""to"",""A"",""B"",""C"",""D""]","[]","{""reverse"":""false""}","null","25abb84d80b4b1fcc2ae662f4dd6c89c2a3670e66cfc8ba67cd2ec517fb29024","https://github.com/jusdisgi/ergogen-footprints/blob/ce4311a3b015955fee098d121700e3c9712ef7e0/scrollwheel.js","source inventory only; not runtime-qualified"
"jusdisgi/ergogen-footprints","ce4311a3b015955fee098d121700e3c9712ef7e0","switch_5way_skrh.js","params/body","[""P1"",""P2"",""P3"",""P4"",""P5"",""P6""]","[]","{""side"":""'F'""}","null","26eb487e6364bdc02aa028f23fcb5afc3aad938b8fa11437a48f4d38a14323e4","https://github.com/jusdisgi/ergogen-footprints/blob/ce4311a3b015955fee098d121700e3c9712ef7e0/switch_5way_skrh.js","source inventory only; not runtime-qualified"
"jusdisgi/ergogen-footprints","ce4311a3b015955fee098d121700e3c9712ef7e0","switch_pg1316s.js","params/body","[""from"",""to"",""mp_net""]","[]","{""reversible"":""false"",""side"":""'F'""}","null","69c59c7722ffe23b68a388bc95576f0be666877445b008153098a255ac51da27","https://github.com/jusdisgi/ergogen-footprints/blob/ce4311a3b015955fee098d121700e3c9712ef7e0/switch_pg1316s.js","source inventory only; not runtime-qualified"
"jusdisgi/ergogen-footprints","ce4311a3b015955fee098d121700e3c9712ef7e0","util_xiao_ble_cutout.js","params/body","[""P1"",""P2"",""P3"",""P4"",""P5"",""P6"",""P7"",""P8"",""P9"",""P10"",""P11"",""P12"",""P13"",""P14"",""P15"",""P16"",""P17"",""P18"",""P19"",""P20"",""P21"",""P22""]","[]","{""side"":""'F'""}","null","8dd9040b936a2be6ab16b66e70c816a94f225269f79c96cec7816fad219b18b0","https://github.com/jusdisgi/ergogen-footprints/blob/ce4311a3b015955fee098d121700e3c9712ef7e0/util_xiao_ble_cutout.js","source inventory only; not runtime-qualified"
"jusdisgi/ergogen-footprints","ce4311a3b015955fee098d121700e3c9712ef7e0","util_xiao_ble_cutout_simple.js","params/body","[""P1"",""P2"",""P3"",""P4"",""P5"",""P6"",""P7"",""P8"",""P9"",""P10"",""P11"",""P12"",""P13"",""P14"",""P15"",""P16"",""P17"",""P18"",""P19"",""P20"",""P21"",""P22""]","[]","{""side"":""'F'""}","null","56ed434af4fe8bb1a2c1781ad243cb4ea5b6c97bb6a40b377c8a4d5cd05c9cf3","https://github.com/jusdisgi/ergogen-footprints/blob/ce4311a3b015955fee098d121700e3c9712ef7e0/util_xiao_ble_cutout_simple.js","source inventory only; not runtime-qualified"
"jusdisgi/ergogen-footprints","ce4311a3b015955fee098d121700e3c9712ef7e0","util_xiao_ble_plus_cutout.js","params/body","[""P1"",""P2"",""P3"",""P4"",""P5"",""P6"",""P7"",""P8"",""P9"",""P10"",""P11"",""P12"",""P13"",""P14"",""P15"",""P16"",""P17"",""P18"",""P19"",""P20"",""P21"",""P22"",""P23"",""P24"",""P25"",""P26"",""P27"",""P28""]","[]","{""side"":""'F'""}","null","38532551c9a714990d9170b6eedff11103d6b8c9093c6ae533975139f06dff1d","https://github.com/jusdisgi/ergogen-footprints/blob/ce4311a3b015955fee098d121700e3c9712ef7e0/util_xiao_ble_plus_cutout.js","source inventory only; not runtime-qualified"
"jusdisgi/ergogen-footprints","ce4311a3b015955fee098d121700e3c9712ef7e0","util_xiao_ble_plus_cutout_simple.js","params/body","[""P1"",""P2"",""P3"",""P4"",""P5"",""P6"",""P7"",""P8"",""P9"",""P10"",""P11"",""P12"",""P13"",""P14"",""P15"",""P16"",""P17"",""P18"",""P19"",""P20"",""P21"",""P22"",""P23"",""P24"",""P25"",""P26"",""P27"",""P28""]","[]","{""side"":""'F'""}","null","0f4f4c9788611c7839763c0654a9e3292fbf2aeaf1a3e864208893e774a0d7ea","https://github.com/jusdisgi/ergogen-footprints/blob/ce4311a3b015955fee098d121700e3c9712ef7e0/util_xiao_ble_plus_cutout_simple.js","source inventory only; not runtime-qualified"
"jusdisgi/ergogen-footprints","ce4311a3b015955fee098d121700e3c9712ef7e0","xiao_ble_breakout_holes.js","params/body","[""P1"",""P2"",""P3"",""P4"",""P5"",""P6"",""P7"",""P8"",""P9"",""P10"",""P11"",""P12"",""P13"",""P14"",""P15"",""P16"",""P17"",""P18"",""P19"",""P20"",""P21"",""P22""]","[]","{}","null","65cd3a0529c4493a58b1ae422f3b04e87f8d460929399b31390078546f7ea057","https://github.com/jusdisgi/ergogen-footprints/blob/ce4311a3b015955fee098d121700e3c9712ef7e0/xiao_ble_breakout_holes.js","source inventory only; not runtime-qualified"
"jusdisgi/ergogen-footprints","ce4311a3b015955fee098d121700e3c9712ef7e0","xiao_ble_plus_breakout_holes.js","params/body","[""P1"",""P2"",""P3"",""P4"",""P5"",""P6"",""P7"",""P8"",""P9"",""P10"",""P11"",""P12"",""P13"",""P14"",""P15"",""P16"",""P17"",""P18"",""P19"",""P20"",""P21"",""P22"",""P23"",""P24"",""P25"",""P26"",""P27"",""P28"",""P29"",""P30"",""P31""]","[]","{}","null","10888bc3c4daf101ace4323b4c09975939121c4fa8ec1ba7858846ce11d6d8f4","https://github.com/jusdisgi/ergogen-footprints/blob/ce4311a3b015955fee098d121700e3c9712ef7e0/xiao_ble_plus_breakout_holes.js","source inventory only; not runtime-qualified"
"jusdisgi/ergogen-footprints","ce4311a3b015955fee098d121700e3c9712ef7e0","xiao_smd_xl_cutout.js","params/body","[""D0"",""D1"",""D2"",""D3"",""D4"",""D5"",""D6"",""D10"",""D9"",""D8"",""D7"",""RAW3V3"",""RAW5V"",""CLK"",""DIO"",""GND"",""RST"",""BAT"",""NFC1"",""NFC2""]","[]","{""side"":""'F'""}","null","7efc067ec4decd4212d4326051abaecb92bc1b2aa4958f78faef36f79db1af64","https://github.com/jusdisgi/ergogen-footprints/blob/ce4311a3b015955fee098d121700e3c9712ef7e0/xiao_smd_xl_cutout.js","source inventory only; not runtime-qualified"
"lapidot/ergogenFootprintCollection","c2ba34bdb510effebaea448ed5e387543b1796dd","alps.js","params/body","[""from"",""to""]","[]","{}","null","03d6cba8467499756cc4622ec9065c05f0dab267ba9353bcecad9b8e9312329c","https://github.com/lapidot/ergogenFootprintCollection/blob/c2ba34bdb510effebaea448ed5e387543b1796dd/alps.js","source inventory only; not runtime-qualified"
"lapidot/ergogenFootprintCollection","c2ba34bdb510effebaea448ed5e387543b1796dd","azoteq_tps43.js","params/body","[]","[]","{}","null","281ca78a1a5134cd2a3859f9f6ea0df6b7eef6b8cf9d3ff936bd007709124208","https://github.com/lapidot/ergogenFootprintCollection/blob/c2ba34bdb510effebaea448ed5e387543b1796dd/azoteq_tps43.js","source inventory only; not runtime-qualified"
"lapidot/ergogenFootprintCollection","c2ba34bdb510effebaea448ed5e387543b1796dd","button.js","params/body","[""from"",""to""]","[]","{""side"":""'F'""}","null","608f29676082c7f6573304614a870f4188fc416c80814bf49d9e79b2d1eb0647","https://github.com/lapidot/ergogenFootprintCollection/blob/c2ba34bdb510effebaea448ed5e387543b1796dd/button.js","source inventory only; not runtime-qualified"
"lapidot/ergogenFootprintCollection","c2ba34bdb510effebaea448ed5e387543b1796dd","choc.js","params/body","[""from"",""to""]","[]","{""hotswap"":""false"",""reverse"":""false""}","null","948c8487fc50887d4d3fdfbe062416468d7760932391cee67d1c9a0944d3c946","https://github.com/lapidot/ergogenFootprintCollection/blob/c2ba34bdb510effebaea448ed5e387543b1796dd/choc.js","source inventory only; not runtime-qualified"
